"if i suspect my kids is being bullied,i will take a day off work&park outside the school to watch for my damn self so i know who ass to kick",0
"@smoshanthony If you were invisible and you saw the bully at your old high school, what would you do? #lunchtime",0
"@velourvelvet I'm pretty bothered by it too. I'm also bothered by the fact that Draco Malfoy is bullying apes in the movie too, wtf?",0
Workplace becomes new schoolyard for bullies: Bullying can be just as big a problem for adults in the workplace... http://t.co/kHKEzOL,0
"@LilLovatic They knew about me being bullied at school, but they don't know about the panic attack or these days (cont) http://t.co/d8wEj9k",1
"I mean go ahead- play, but I don't get why you're doing it. Basically, bullying a daft old man without reason's not that funny. #knockandrun",1
Words can't hurt me-or will they? Bullying can hurt more than feelings; it can impede brain development! http://t.co/PyoqmYq via @AddToAny,0
@DjLBully shut up bully.. U love me,1
#Rejectedkidsbooks The idiot's guide to bullying,0
Stop Bullying Ppl Old America,0
http://t.co/VYmSSdv Critic of WWE's Anti-bullying Campaign Issues Retraction and Apology,0
@laurenellisxxx awwr you bully! (: anyways you free monday?,1
"Vendo jogos de PC - Assassin's Creed  I e II, GRID, FIFA 11, Batman, Hitman, Bully, Crysis, Avatar, COD Black Ops !  R$ 15,00 cada!!!",0
"Retweet if you're 100% against bullying. If you retweet this, you're an inspiration to me. &lt;3",0
Watching Bully Beat Down and this is the 1st time ive seen a girl bully °_°,0
@biyu_ng Then that's called bullying and taking advantage of you. Accepting then taking advantage.,0
My friends are some bullies btw lolx they get a kick out of bullying smh #randomthought,1
You still a bully tho,1
"@jimwaldorf2 if that were the case, surely there would be no bullying in america or individuals 'going postal'?!",0
@ICONIACATTAKNO Cause I'm a good person and trying 2 get u guys 2 stop bullying ppl online it cruel.,1
I'm Only Human After All by Alex I. Rogers http://ow.ly/5WL0A  A compelling story about the reality of #bullying in #schools. #Readinglist,0
http://bit.ly/fg6pMM Would you know it if your child had a #bullying problem? #LM5,0
@Tjprodigy10 #bullyingfacts #StopBullying between 15 and 25% of u.s students are frequently bullied,0
Please don't let people commit #suicide. I lost my younger brother to suicide. He killed himself because he was being #bullied.Support #gays,1
@josephasfawtime @brookerum Cyber bullying is wrong,0
"@momarazzi95 Respect to you and Zach. Bullying should never be tolerated in any form. Have a nice day, Kerry :)",1
"Cyber bullying almost makes no sense 2 me. If you dont like something press the X button, delete your account, live life. Nothing 2 die from",0
"@irksra okay, when she phones back just tell her the facts straight out about your situation. don't let her guilt trip you or bully you, ok?",1
My VIV moment - an article on my anti-bully efforts. Please read and share! http://t.co/lUeaVrs /via @wordpressdotcom,0
"$INTC 's new flagship server platform, Romley, pushed out to 2012.  Good news for $AMD 's new Bulldozer server platform.",0
@ernynattasha LOL!! hahah that one easy can bully ^^,0
maria is a flipping bully.,1
@Bi_Pol_Ar ah!!....so sum1 can bully yu,0
Mariah over here beating up the cat...lol#bully,1
@MarLenAllstar Me too! Ugh let's see what teacher we are going to bully this year lol ^.^?,0
@ummmwhy its a number for LGBT members that are being bullied or life is being hard on them nd they call that number and they help u thru it,0
Prosecutors from seven counties to address cyber bullying at school safety ... http://bit.ly/pz90Jj,0
@riley_griffiths @TheZachMills I have been bullied at times an its not fun so i know how it feels. And if some1 created account to bully ug,1
@iamjackbryson oi don't bully me! : ( spiders are scary!xx,1
"So today in my teen leadership class, this girl started crying cuz she's getting bullied. She almost took her life. Words hurt #stopbullying",1
Now playing: Wooly Bully by Sam The Sham & The Pharaohs  #nowplaying,0
@MikeRocheAuthor It is sad really that so many children suffer all over the world due to bullying and Schools & law not taking tougher stand,0
"School bullying to be focus of Conn. conference, including review of tougher ...: Dozens of Connecticut parents,... http://bit.ly/nCdNP0",0
BULLY BOSS OR AGEISM??  NY state requires lifeguards to wear Speedos. 58 year old man refuses and is fired! He... http://t.co/gsGrMAq,0
Ew I come back and everyone is hating on @gagaglobal for one small mistake...Stop bullying Monsters! Please enough drama on here already.,1
Update News &gt;&gt; Rebecca Black 'Friday' Star Drops Out of School Due to Bullying http://bit.ly/qjDBGF,0
@MrAisagbonhi. Erm...I'm kinda scared bcos @MrAisagbonhi is a bully,1
@charlieeEvanss whatever your just a bully.. Bye!,1
"If you fear your child is being bullied, this book can help make a difference and change everything. http://t.co/s34H5U8",0
Lmfao @_KinkyTera  a thug i caint slay her when i say shit she wanna.bully me nd shit lol,1
@MarkusFeehily Seen the pic of the bullying campaign! It looks so real. So proud to be a fan of you! I'm sure you can make a difference! X,0
Precious is a bully nyana mos #Precious,0
GLittle just kicked another one into the stands.....Touchdown...#ImBullcityEvenWhenImInTheLeague!!!Leggo,0
@JosephJ89 bully - pouts-,1
"Then I thought he bullied me because he loved me, but he prooved I was wrong , one more time.",1
Hey #SuperHero fans. We have a collection of #StanLee videos about #disability #bullying #adhd and more http://ow.ly/64BD4 #akhca,0
Give your kids the gift of knowledge – share a book about bullying and how to be a friend. http://t.co/v43vInw,0
@KMaddock_ I think KMaddock you 'may' feel you have  been bullied and are preferring attention of this sooner than going to a court,1
"@timpayton un'frikin'believable  yet AGAIN we get knocked.  Wtf is wrong with us ?

Why do we get bullied so easy into selling cheap ??",1
@Cleggy153 haha legend! But on the bright Side we can bully dom on here and he wont know!,0
"#Montreal Richard's F1 on Aug 22, 2011 at 12:14 AM: Is there a bullying culture at Renault?... http://t.co/q3akw2n http://t.co/6QOpzQP",0
"Lol. I'm about to call the cyber bully hotline, & report all yall Twitter names. Beef on that.",1
"Bitches practically bullied me into going out tonight, good thing I get paid at midnight :p #looooooose",0
Just gave a shit about bullying. Give a Shit at http://t.co/Wchx9kt #giveashit,0
"It is time to listen what our children think, live and talk about bullying. - http://t.co/EOD6WDC",0
@TeddyDuncan2 G; I dont know! All my life ive bullied cuzz im fat or ugly! I dont believe anyone now !,1
What’s the point in bullying someone? How can it bring satisfaction to people? It hurts the person you’re bullying and ultimately yourself.,0
The ant bully sweeeeet!,0
"@BalkissockLodge You can spot them, but not allowed to point them out coz that's bullying!!! Ha ha x",0
Jedward Takes Stand Against Bullying In Powerful Campaign: A caption discouraging bullying and encouraging toler... http://bit.ly/mYCx1n,0
lmao and sungmin is busy being a pumpkin while the others bullying the broccoli....................,0
"@_1Dinfection You don't need to be a bully though, do you? How would you feel if you had all these people saying horrible things to you all",1
@_AyeEsAychAye lol. Ok asha. I'm not being a bully.,1
Paul and Bex are bullying me.,1
@ZTGD @ShanghaiSix @DMLFury @iambreego I just hope RDR tracks completion % better than Bully 360 did.,0
"@jessskyedavies Yeah, if nothing else they could do more about bullying without specifically referring to sexuality.",0
The Hardcore Justice card: Mai jos aveti card-ul updatat pentru PPV-ul TNA: The Hardcore Justice: Bully Ray vs. ... http://bit.ly/oucJTY,0
My boyfriend is bullying me...  @TonyFlo7,1
"@jeyMAMi lmao, i kno u right. but they should take it personal. damn so ima internet bully now, smh lol i hope i dont drive nobody crazy",1
"@robmanuel 'In light of the situation in Libya, tell us about a time you gave a bullying person such as a despotic boss their comeuppance'",0
BUT I'm no Bully,1
"@eZhenKHJEN Walao you see la, you bad friend, bully again :( :( :( I am lor, don't deny the truth!",1
@jessiejofficial Isn't your single about bullying? yeah okay then why you bullying @BethMcAneny shes your fan thats fucking ridiculous.,1
@_Vanna817 who bullying u,1
Been watching bully beatdown allday. lol,0
@HenryMarshFRCS I expect you thought you could silently get away with bullying an innocent person without any backlash? #bigmistake,1
I think Rogers student plan commercial stinkx. It demonstrates an example of #bullying. You could have done better @Rogersbuzz. #justsaying,0
"@stevie_reed your just bullying me, you love me so..",1
#parents Another key word 4 Bullying Prevention? THOUGHT..bring that #schools & creative ideas 2 address the issue. #moms #twitterdads,0
Rebecca Black Leaves School After Bullying: 'Friday' sensation will now be home-schooled by her… http://goo.gl/o48Im,0
What to do when your kid's the bully http://dld.bz/zPhS,0
"lmfaoo , is tonya bullying mary??",1
@iMBoutDatTweet you a bully,1
@MathewSwag Hey bruhh did you see my free anti bullying bracelets?,0
"@CraigyAnderson Generally, they seem to be kids who were bullied at school, who enjoy the sense of power a high-vis jacket gives them.",0
"@MFalzonFanPage haha nice, well that's not bullying thats just asking :-)",0
"funny how the person that bullies you in elementary is ugly as fuck in high school, and your high school bully, a loser in college...",1
@HannahLuvBiebz Thank you for supporting Casey Heynis in his quest to #StopBullying and for your stand against #bullying ,0
I HATE BULLYING!!!!,0
@chance_second @Joe_Hunter I'm pretty sure Batman bullied Ray Palmer into shrinking the t.rex and penny so he could put them inside his crib,0
@MsPraxis Would you admit to being a bully?,0
"@alaa Crying :'( Nothing has changed, nothing. It's a silent Coup using #Jan25 as the bullet. The picture is clear now, the plan revealed.",0
Thompson School District has a new website to support our community in dealing with bullying and cyberbullying.  Check it out!,0
[CL7] Who bully jjongie?!!! *angry* http://t.co/tZTFCbX,1
"Bold, Stand, Strength, the issue of BULLYING.. #school & other..Truth & some inspiration #moms #kids #teach.. http://t.co/53rErJy. #dads",0
"i was threaten that i was gonna be called by the cops, all due cus of cyber bulling",1
LOOOOOOOOOOOL I LOVE BULLYING THAT GIRL,1
Shorts Bully #ReplaceMovieTitleWithShorts,0
Just imagine having 2pac Shakur and Mike Tyson in a Park back then in 1992... Bully+Extortion,0
@MinMin_xDance okay okay I gentleman de I don't bully,0
His Ass Got 3 Tongue Piercings And His Bully Button Pierced #ThatsWhenIKnew Lls.,0
Follow-Up to ' Signs Your Child Might Be Getting Bullied' #moms #dads http://t.co/vsfXkHD #parenting #kids,0
"Lmao , I'm Not A Bully ! Shut Up .",1
I just saw an ugly avi and almost @ her but I don't wanna seem like a bully,0
Finna fall off in #bully tonte doe,0
I'm gonna cyber bully some of my followers! Via the afterlife,0
@HBluvsDDLOVATO they're bullying her tbh.,1
Bullying Prevention Tip #1 - #schools #parenting Getting students to TALK about the #bullying issue #dads #moms #Counselors,0
@tweetthisbihh u probably did it...bully me now u tryin 2bully my love ones lmfao,1
@ICONIaMmE there is this girl tht has the same name as u and people r saying she killed herself cuz of bullying and she was a GRANDer :(,1
"[INFO] “After my teaser was released, there were articles saying that I looked like a bully, I was http://t.co/9U78NQw via @KyuhaeBiased",0
@SoHighSkyLow Why I Gotta Be A Bully & A Player? Lol.,1
A serious post about bullying & mental health going up tomorrow - please view with an open mind. Thanks.,0
@kmakms Why? I am not bulling you... I love you bec you fail... I dislike perfect ppl like Saga chii sama #savesoulmate,1
"BREAKING NEWS: @HeavenBelow new song supporting @CWAV! Stop child abuse & bullying! Check out ""The Mirror Never Lies"" http://ow.ly/64Ezq",0
"@bassemshow  http://t.co/hcY7pGn  Did you saw this ? what do you think about it ,, first time to see someone bully you on air !!!!!!!!!!",1
@lane727 @Bibubibuuuu yaaaaa bt im nt the one who bully her..,1
@KangHsien @HAHAHEHETEHEE get lost la you :( so xia sway i kena bullied by a pig :/,0
SIGN IT MAKE A CHANGE STOP BULLYING http://t.co/CZtESXh,0
"Bullying is my ability. But, gotta hide that from my new school",1
And i kena bullied by RaySeen mam today :c #sadgal,0
@imrayannej bullying mesmo ):,0
@T__Lourdes aww hugss loool u was bullying me not long ago,1
i got bullied in the 1st grade,1
#SleepnSync: Make sure that your child is being bullied and not just bothered in a non-recurring way. #Bullying http://ow.ly/6ajMN,0
"@AintDatWayTwice you we're a BULLY in highschool, don't forget to mention lol",1
"Your rude, your racist, your disguising, you can't spell, your a bully! nobody wants you on twitter, SO JUST LEAVE",1
*** GUEST POST *** Bullying on Campus: Stopping Hazing and Harassment by Glenn Rosenberg http://t.co/lOSXLAc via @MommyLTLORiley,0
What Parents Need to Know to Protect Kids From Bullying: http://t.co/43WZVFD,0
@LordBrandonMan getting bullied #taintpunch http://yfrog.com/h42uikbj,1
@t4coffee its not bullying if he goes there and hits all the machines and employees :p,0
@WilliamKuecker haha hey! I love our friendship because I love being bullied/corrected/punched in the face...wait what?,1
@xMarkHenry @xzackryder @xnattiebynature -_-he is a bully ugh! God,1
Photo: bully? are you.. for real? clearly someone hasn’t read the books. severus was bullied for no reason... http://t.co/fCSx6Zz,0
http://t.co/nbBZDxf Please help to stop workplace bullying,0
@bobbyzarin love the way u always stand up for@Jillzarin when all the other wives try ti bully her im glad u have her back #husbandoftheyear,1
Big brother is pissing me off. I hate seeing people being bullied who don't deserve. #petpeeve,1
@_MattLB me either bully!,1
"Bullying doesn't make you 'hard', it shows you are a coward.",0
@misfithab tell my AAPL bull put spread that :-P,0
"@VinCastronovo Starve a bully, feed your soul. #standgrand . Those 8 words never get old &lt;3",0
@RAIDERS repin the (805) JUST WIN BABY!!  BUILDING A BULLY IN OAKLAND!!!!!!,0
to people who just stand watching .. here's what happens when you don't move a muscle .... STOP BULLYING http://fb.me/wLNsCusb,0
Leanne is a bully,1
"@LishaBootsie no, but a close friend has known him since primary school and they were neighbors. Said he was defo a drug dealer and a bully.",1
Words can't describe how much i hate seeing someboyd get bullied,0
"Rumor has it that bull Kareem is ""on my head"". I thought he was over that ass whippin i gave him. Fuck it. He kno's where I live.",1
Video: Kevin Durant Gets Flushed On By Geoff Aka Big Bully At Dyckman! http://t.co/M9SpOPc via @worldstar,0
Bullying conference is going pretty well. Good stuff so far.,0
Unions bullying heads to shut schools for public sector strikes - Telegraph.co.uk http://t.co/UBYFU1n,0
Just watched Big Brother don't know why ... Jeff is a asshole bully and @CBS #BB13 isn't worth watching they've ruined BB & Jordan is stupid,1
"@SHAQ Ck us out www.hbhliveapparel.com Sending out a positive messg ""Live"" Health Awareness, stop, gang, drug abuse, bullying ect",0
"WOW. This is a joke. ""No submission is unposted"" even if it's complete cyber-bullying? Haha alright.",0
@archiebland welcome to Twitter .....the ultimate bully.....it loves to be hated,0
@jhlsalejo I know right! Almost every disney channel actor has been bullied when they were younger,1
me hacen bulling por skype :(,0
"LOL...he made more money swallowing the minnow than he did with the ""bully protection club""",0
@EndBullying2day Victims of bullying have no summer vacation. Thanks for spreading the word. Read the post http://t.co/FzmS2Z4,0
